40 822,48 €
54 000,78 €
64 995,76 €
62 688,61 €
12 205,22 €
81 203,72 €
39 065,15 €
72 744,26 €
58 035,25 €
50 036,72 €
26 715,57 €
57 428,20 €
76 205,40 €
37 758,85 €
46 532,03 €
58 714,26 €
17 187,72 €
99 326,02 €
25 421,89 €
36 603,81 €
41 392,11 €
67 684,76 €
81 233,71 €
17 102,36 €
41 145,35 €
25 083,45 €
35 296,06 €
11 265,97 €
98 045,15 €
66 272,80 €
9 655,69 €
66 701,80 €
49 922,28 €
19 628,07 €
96 957,34 €
86 717,47 €
31 333,65 €
98 211,69 €
49 559,06 €
30 938,75 €
64 600,62 €
74 795,79 €
65 454,64 €
65 857,49 €
50 044,13 €
93 396,99 €
83 057,10 €
3 877,48 €
57 913,85 €
22 963,05 €
25 842,56 €
60 046,43 €
74 490,67 €
91 175,48 €
67 275,28 €
1 304,92 €
45 044,48 €
18 789,46 €
41 896,08 €
67 653,85 €
53 635,00 €
3 736,99 €
21 273,46 €
73 914,72 €
81 548,63 €
70 193,48 €
51 352,41 €
32 284,46 €
1 934,16 €
32 000,04 €
46 453,79 €
60 660,64 €
59 416,92 €
48 527,14 €
82 584,83 €
85 747,88 €
78 717,51 €
76 318,42 €
69 646,16 €
41 726,49 €
94 205,10 €
35 012,59 €
39 997,97 €
55 464,61 €
92 646,60 €
21 165,26 €
87 316,88 €
39 122,53 €
19 270,68 €
86 527,61 €
49 072,77 €
9 493,69 €
2 127,93 €
20 131,00 €
18 934,36 €
41 301,61 €
49 447,48 €
79 102,29 €
94 546,79 €
31 323,43 €
99 383,70 €
55 234,18 €
39 493,91 €
35 621,01 €
71 911,53 €
37 095,19 €
89 364,39 €
28 459,35 €
24 962,15 €
1 298,19 €
92 727,48 €
43 588,32 €
24 359,50 €
5 099,64 €
62 815,94 €
83 696,04 €
66 829,05 €
32 937,04 €
93 647,14 €
65 524,77 €
23 078,33 €
144,26 €
52 353,23 €
24 389,79 €
87 169,25 €
59 170,63 €
41 102,00 €
92 946,53 €
25 259,64 €
20 419,87 €
46 973,64 €
43 252,56 €
61 181,39 €
51 986,67 €
89 394,98 €
17 800,98 €
66 609,07 €
16 380,48 €
92 350,88 €
55 973,34 €
83 830,45 €
73 810,87 €
96 154,07 €
27 547,39 €
91 411,87 €
20 738,29 €
21 210,67 €
4 253,45 €
57 217,79 €
16 469,44 €
75 742,33 €
17 844,19 €
11 867,92 €
8 621,83 €
98 371,16 €
88 507,73 €
72 312,84 €
64 553,25 €
58 146,09 €
35 469,16 €
11 301,45 €
1 243,16 €
78 307,76 €
87 011,49 €
95 918,49 €
11 862,21 €
23 490,46 €
22 429,40 €
56 238,27 €
80 813,52 €
8 615,37 €
82 974,29 €
14 136,00 €
37 213,44 €
31 532,95 €
49 221,41 €
43 120,53 €
24 635,23 €
41 179,69 €
76 944,30 €
42 899,92 €
24 341,16 €
29 446,48 €
12 543,21 €
942,22 €
10 256,51 €
93 675,61 €
29 292,42 €
51 153,48 €
74 092,18 €
53 941,46 €
30 631,97 €
30 913,06 €
47 914,20 €
67 181,99 €
31 742,03 €
39 074,33 €
97 909,54 €
32 026,63 €
64 498,92 €
40 929,05 €
76 988,26 €
73 351,24 €
5 825,69 €
78 843,95 €
85 585,65 €
84 474,63 €
53 486,78 €
83 082,90 €
44 634,44 €
37 718,77 €
54 194,30 €
53 582,57 €
28 281,08 €
51 719,34 €
74 019,60 €
567,30 €
77 123,61 €
8 471,83 €
42 112,66 €
43 631,89 €
69 347,47 €
62 320,17 €
49 588,87 €
44 766,14 €
33 174,00 €
13 393,56 €
52 821,19 €
60 247,17 €
66 443,90 €
41 019,78 €
44 917,48 €
63 133,99 €
98 731,64 €
44 679,72 €
43 662,97 €
12 385,29 €
64 901,00 €
30 358,21 €
27 845,71 €
87 188,35 €
46 843,48 €
54 721,78 €
80 786,56 €
12 049,49 €
95 887,76 €
92 495,41 €
12 815,74 €
84 312,94 €
9 915,68 €
40 683,98 €
28 808,82 €
5 978,92 €
11 954,17 €
49 139,76 €
75 662,11 €
78 862,72 €
42 035,16 €
13 887,13 €
53 596,86 €
44 198,28 €
10 930,58 €
93 356,75 €
87 795,59 €
70 973,34 €
84 918,74 €
86 141,25 €
7 193,50 €
51 742,83 €
29 166,14 €
59 160,69 €
60 975,17 €
64 211,55 €
4 741,22 €
38 257,97 €
94 852,37 €
31 850,96 €
33 863,92 €
44 565,09 €
35 147,46 €
13 471,88 €
9 272,73 €
69 564,72 €
27 177,16 €
37 350,89 €
91 332,16 €
27 587,91 €
89 352,20 €
1 809,99 €
47 399,70 €
99 372,37 €
70 492,84 €
40 791,82 €
43 773,22 €
778,39 €
75 391,94 €
90 616,32 €
38 990,10 €
43 291,10 €
40 503,87 €
20 773,78 €
86 339,72 €
65 721,06 €
15 286,29 €
41 501,28 €
66 934,35 €
73 742,87 €
68 948,16 €
36 481,64 €
77 687,23 €
90 382,75 €
8 403,06 €
69 393,97 €
60 427,22 €
50 196,79 €
99 599,62 €
34 031,90 €
72 519,45 €
94 282,17 €
97 492,26 €
58 127,19 €
16 955,26 €
32 252,14 €
39 397,74 €
98 755,41 €
37 473,56 €
23 354,21 €
72 484,94 €
98 401,68 €
44 413,07 €
67 864,79 €
73 249,83 €
22 184,98 €
82 977,90 €
74 271,22 €
58 798,79 €
3 669,93 €
56 955,71 €
86 430,87 €
74 608,78 €
39 250,22 €
1 580,41 €
33 850,89 €
8 221,39 €
57 967,40 €
40 117,33 €
68 480,45 €
73 706,69 €
52 196,68 €
17 165,56 €
25 740,65 €
70 545,96 €
99 588,85 €
70 000,33 €
90 435,65 €
99 969,65 €
57 382,74 €
85 535,00 €
18 119,01 €
81 859,06 €
57 845,09 €
21 308,69 €
25 823,60 €
34 279,52 €
29 453,95 €
80 209,77 €
45 684,21 €
29 355,50 €
59 494,88 €
99 490,90 €
36 963,69 €
34 689,64 €
99 524,44 €
12 781,31 €
39 652,55 €
42 264,59 €
33 550,50 €
4 130,94 €
48 371,72 €
24 083,22 €
39 987,20 €
81 468,24 €
46 759,36 €
43 395,69 €
5 969,20 €
2 912,31 €
79 103,92 €
54 795,90 €
59 158,75 €
98 128,10 €
94 494,26 €
81 859,19 €
258,83 €
63 434,69 €
9 539,01 €
15 833,91 €
96 869,32 €
1 480,58 €
80 031,19 €
62 988,39 €
60 994,27 €
34 498,36 €
14 793,50 €
44 256,81 €
59 985,45 €
22 372,42 €
45 336,45 €
91 887,36 €
73 610,18 €
45 824,52 €
95 573,99 €
89 745,40 €
42 323,61 €
40 458,74 €
12 873,54 €
61 841,83 €
37 959,03 €
74 102,20 €
73 415,02 €
45 645,69 €
3 836,67 €
79 667,67 €
15 392,48 €
99 714,06 €
53 325,52 €
20 763,49 €
6 635,30 €
50 021,45 €
26 983,54 €
10 763,84 €
3 721,46 €
61 882,24 €
35 774,07 €
48 013,05 €
4 606,90 €
33 975,37 €
33 852,70 €
7 528,42 €
5 354,95 €
2 471,37 €
19 845,60 €
91 667,07 €
18 931,81 €
76 495,92 €
74 623,34 €
21 589,26 €
74 886,63 €
55 683,85 €
83 848,27 €
13 714,00 €
55 774,00 €
40 519,82 €
19 302,36 €
94 285,54 €
88 491,10 €
20 893,06 €
50 754,02 €
13 559,83 €
23 218,41 €
74 056,77 €
65 307,92 €
61 100,49 €
12 692,58 €
73 346,29 €
2 881,41 €
36 969,78 €
53 485,11 €
33 288,47 €
50 248,42 €
78 333,72 €
92 680,08 €
94 725,41 €
34 705,00 €
43 715,45 €
66 427,93 €
54 574,62 €
14 512,18 €
82 526,80 €
6 661,04 €
74 934,86 €
6 983,40 €
70 886,32 €
38 317,86 €
20 406,06 €
98 617,13 €
14 632,12 €
37 448,86 €
26 355,45 €
62 850,11 €
29 337,22 €
28 175,46 €
68 203,72 €
43 712,10 €
48 910,31 €
14 085,70 €
61 116,93 €
59 394,72 €
75 019,63 €
92 402,78 €
18 222,04 €
57 981,95 €
96 767,64 €
252,12 €
51 991,34 €
72 973,54 €
